Name EN,Focus Region,Language,Entity Owner EN,Parent Entity EN,X (Twitter) Handle,X (Twitter) Followers,Facebook Handle,Facebook Followers,Instagram Handle,Instagram Followers,Threads Handle,Threads Followers,YouTube Handle,YouTube Followers,TikTok Handle,TikTok Followers,Total Social Media Presence,Platform Presence Category,Total Followers,Twitter Dominance,Facebook Dominance,Instagram Dominance,Threads Dominance,YouTube Dominance,TikTok Dominance,IQR based Outlier
Chinese Embassy in Fiji,Fiji,English,Ministry of Foreign Affairs,Ministry of Foreign Affairs,ChineseEmb_FJ,3216,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,3216,100.0,0.0,0.0,0.0,0.0,0.0,False
Chinese Embassy in Papua New Guinea,Papua New Guinea,English,Ministry of Foreign Affairs,Ministry of Foreign Affairs,ChineseEmb_PNG,6257,ChineseEmbPNG,2100,Unknown,0,Unknown,0,Unknown,0,Unknown,0,2,Medium,8357,74.9,25.1,0.0,0.0,0.0,0.0,False
Chinese Embassy in Uganda,Uganda,English,Ministry of Foreign Affairs,Ministry of Foreign Affairs,ChineseEmb_Uga,10800,Chinese.Emb.Uga,1500,Unknown,0,Unknown,0,Unknown,0,Unknown,0,2,Medium,12300,87.8,12.2,0.0,0.0,0.0,0.0,False
Chinese Embassy in Thailand,Thailand,Thai,Ministry of Foreign Affairs,Ministry of Foreign Affairs,chineseembassy1,977,Unknown,0,Unknown,0,Unknown,0,Unknown,0,chineseembassyinthailand,0,1,Low,977,100.0,0.0,0.0,0.0,0.0,0.0,False
Chinese Embassy in Jordan,Jordan,Arabic,Ministry of Foreign Affairs,Ministry of Foreign Affairs,ChineseembassyJ,5365,Chinaemb.Jordan,4900,Unknown,0,Unknown,0,Unknown,0,Unknown,0,2,Medium,10265,52.3,47.7,0.0,0.0,0.0,0.0,False
Chinese Embassy in Hungary,Hungary,Hungarian,Ministry of Foreign Affairs,Ministry of Foreign Affairs,ChineseEmbinHU,6367,ChinaEmbHungar,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,6367,100.0,0.0,0.0,0.0,0.0,0.0,False
Chinese Embassy in Montenegro,Montenegro,Serbian,Ministry of Foreign Affairs,Ministry of Foreign Affairs,ChineseEmbinMNE,1514,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,1514,100.0,0.0,0.0,0.0,0.0,0.0,False
Chinese Embassy in Russia,Russia,Russian,Ministry of Foreign Affairs,Ministry of Foreign Affairs,ChineseEmbinRus,27200,AmbasadaChineiinRomania,20000,Unknown,0,Unknown,0,Unknown,0,chineseembinrus,576,3,Medium,47776,56.9,41.9,0.0,0.0,0.0,1.2,True
Chinese Embassy in United Kingdom (UK),UK,English,Ministry of Foreign Affairs,Ministry of Foreign Affairs,ChineseEmbinUK,43700,Unknown,0,Unknown,0,Unknown,0,chineseembassyinuk4659,297,chineseembassyinuk,139,3,Medium,44136,99.0,0.0,0.0,0.0,0.7,0.3,True
Chinese Embassy in United States,USA,English,Ministry of Foreign Affairs,Ministry of Foreign Affairs,ChineseEmbinUS,118100,ChineseEmbassyinUS,55000,Unknown,0,Unknown,0,Unknown,0,chineseembassyinus,29200,3,Medium,202300,58.4,27.2,0.0,0.0,0.0,14.4,True
Chinese Embassy in Kenya,Kenya,English,Ministry of Foreign Affairs,Ministry of Foreign Affairs,ChineseEmbKenya,15800,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,15800,100.0,0.0,0.0,0.0,0.0,0.0,False
Chinese Embassy in Yemen,Yemen,Arabic,Ministry of Foreign Affairs,Ministry of Foreign Affairs,ChineseEmbtoYEM,62700,chineseembtoyemen,6800,Unknown,0,Unknown,0,Unknown,0,Unknown,0,2,Medium,69500,90.2,9.8,0.0,0.0,0.0,0.0,True
Chinese Embassy in Tanzania,Tanzania,Swahili,Ministry of Foreign Affairs,Ministry of Foreign Affairs,ChineseEmbTZ,15800,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,15800,100.0,0.0,0.0,0.0,0.0,0.0,False
Chinese Embassy in Estonia,Estonia,Estonian,Ministry of Foreign Affairs,Ministry of Foreign Affairs,ChineseEstonia,1409,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,1409,100.0,0.0,0.0,0.0,0.0,0.0,False
Chinese Embassy in Liberia,Liberia,English,Ministry of Foreign Affairs,Ministry of Foreign Affairs,ChineseLiberia,6373,CNAmbLR,595,Unknown,0,Unknown,0,Unknown,0,Unknown,0,2,Medium,6968,91.5,8.5,0.0,0.0,0.0,0.0,False
Chinese Embassy in Somalia,Somalia,English,Ministry of Foreign Affairs,Ministry of Foreign Affairs,ChineseSomalia,12200,chinainsa,75000,Unknown,0,Unknown,0,Unknown,0,Unknown,0,2,Medium,87200,14.0,86.0,0.0,0.0,0.0,0.0,False
Chinese Embassy in Zimbabwe,Zimbabwe,English,Ministry of Foreign Affairs,Ministry of Foreign Affairs,ChineseZimbabwe,17200,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,17200,100.0,0.0,0.0,0.0,0.0,0.0,False
Chloé Zhou,la Francophonie,French,China Media Group (CMG),Central Publicity Department,chloezhou21,897,Chloezhoubeijing,1000000,chloezhou21,1668,Unknown,0,chloezhou11,930,Unknown,0,4,High,1003495,0.1,99.7,0.2,0.0,0.1,0.0,True
Chinese Embassy in Egypt,Egypt,Arabic,Ministry of Foreign Affairs,Ministry of Foreign Affairs,CHN_EGY,3092,hineseEmbinEgypt,48000,Unknown,0,Unknown,0,Unknown,0,Unknown,0,2,Medium,51092,6.1,93.9,0.0,0.0,0.0,0.0,False
Chinese Consulate General in Osaka,Japan,Japanese,Ministry of Foreign Affairs,Ministry of Foreign Affairs,ChnConsul_osaka,21400,Unknown,0,Unknown,0,Unknown,0,user-kr2ke5sy6b,1700,Unknown,0,2,Medium,23100,92.6,0.0,0.0,0.0,7.4,0.0,True
Chinese Consulate General in Fukuoka,Japan,Japanese,Ministry of Foreign Affairs,Ministry of Foreign Affairs,ChnConsulateFuk,2959,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,2959,100.0,0.0,0.0,0.0,0.0,0.0,False
Chinese Consulate General in Johannesburg,South Africa,English,Ministry of Foreign Affairs,Ministry of Foreign Affairs,ChnConsulateJhb,1324,Unknown,0,Unknown,0,Unknown,0,Unknown,0,chnconsulategeneraljhb,56,2,Medium,1380,95.9,0.0,0.0,0.0,0.0,4.1,True
Chinese Consulate General in Nagasaki,Japan,Japanese,Ministry of Foreign Affairs,Ministry of Foreign Affairs,ChnConsulateNag,992,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,992,100.0,0.0,0.0,0.0,0.0,0.0,False
Chinese Consulate General in Nagoya,Japan,Japanese,Ministry of Foreign Affairs,Ministry of Foreign Affairs,ChnConsulateNgo,3339,Unknown,0,Unknown,0,Unknown,0,user-vz3fv8md2p,11,Unknown,0,2,Medium,3350,99.7,0.0,0.0,0.0,0.3,0.0,True
Chinese Consulate General in Niigata,Japan,Japanese,Ministry of Foreign Affairs,Ministry of Foreign Affairs,ChnConsulateNgt,3130,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,3130,100.0,0.0,0.0,0.0,0.0,0.0,False
Chinese Embassy in Japan,Japan,Japanese,Ministry of Foreign Affairs,Ministry of Foreign Affairs,ChnEmbassy_jp,102400,profile.php?id=100072261466319,189,Unknown,0,Unknown,0,Unknown,0,chnembassy_jp,184,3,Medium,102773,99.6,0.2,0.0,0.0,0.0,0.2,True
Chinese Embassy in Sudan,Sudan,Arabic,Ministry of Foreign Affairs,Ministry of Foreign Affairs,CHNembinSudan,6098,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,6098,100.0,0.0,0.0,0.0,0.0,0.0,False
Chinese Embassy in Suriname,Suriname,English,Ministry of Foreign Affairs,Ministry of Foreign Affairs,CHNEmbSuriname,1261,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,1261,100.0,0.0,0.0,0.0,0.0,0.0,False
Liu Yuyin,UN,English,Ministry of Foreign Affairs,Ministry of Foreign Affairs,ChnMission,1755,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,1755,100.0,0.0,0.0,0.0,0.0,0.0,False
China International Development Cooperation Agency (CIDCA),Anglosphere,English,China International Development Cooperation Agency (CIDCA),State Council,cidcaofficial,37900,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,37900,100.0,0.0,0.0,0.0,0.0,0.0,True
CRI Italian (Radio Cina Internazionale),Italy,Italian,China Media Group (CMG),Central Publicity Department,cinitalia,2228,CriItaliano,939000,Unknown,0,Unknown,0,CINITALIA,3920,Unknown,0,3,Medium,945148,0.2,99.3,0.0,0.0,0.4,0.0,True
Yangtze View World,Hubei,Chinese,Hubei Radio & Television Station (HBTV),Hubei Provincial People's Government,cjxwh_hbtv,1153,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,1153,100.0,0.0,0.0,0.0,0.0,0.0,False
CGTN Closer to China,Anglosphere,English,China Media Group (CMG),Central Publicity Department,closertochina,8795,cgtnclosertochina,167000,Unknown,0,Unknown,0,Unknown,0,Unknown,0,2,Medium,175795,5.0,95.0,0.0,0.0,0.0,0.0,False
China Content Center,China,Chinese,"Shanghai Guanchazhe Information Technology Co.,Ltd",Shanghai Academy of Social Sciences (SASS),CNContentCenter,43200,Unknown,0,Unknown,0,Unknown,0,chinacontentcenter,600000,Unknown,0,2,Medium,643200,6.7,0.0,0.0,0.0,93.3,0.0,True
China News Service (CNS) Agency,China,Chinese,China News Service (CNS),United Front Work Department,CNS1952,494700,ChinaNewsService,1200000,Unknown,0,Unknown,0,cnsvideo,193000,chinanewsservice,32300,4,High,1920000,25.8,62.5,0.0,0.0,10.1,1.7,True
CRI Polish,Poland,Polish,China Media Group (CMG),Central Publicity Department,CoChwila,567,redakcjapolska,388000,Unknown,0,Unknown,0,ChinyDziendobry,896,Unknown,0,3,Medium,389463,0.1,99.6,0.0,0.0,0.2,0.0,True
Xu Zhike (Coco Studio),la Francophonie,French,China Media Group (CMG),Central Publicity Department,CocoStudio4,982,CocoStudioenChine/,1300000,cocostudioenchine,4256,Unknown,0,CocoStudioenChine,156000,cocoenchine,142100,5,High,1603338,0.1,81.1,0.3,0.0,9.7,8.9,True
Chinese Consulate General in Strasbourg,France,French,Ministry of Foreign Affairs,Ministry of Foreign Affairs,consulat_de,2457,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,2457,100.0,0.0,0.0,0.0,0.0,0.0,False
Chinese Consulate General in San Francisco,USA,English,Ministry of Foreign Affairs,Ministry of Foreign Affairs,ConsulateSan,4221,Unknown,0,chineseconsulate,462,Unknown,0,user-cq4mw4or9e,16,Unknown,0,3,Medium,4699,89.8,0.0,9.8,0.0,0.3,0.0,True
Chinese Consulate General in Barcelona,Spain,Spanish,Ministry of Foreign Affairs,Ministry of Foreign Affairs,ConsulChinaBcn,4495,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,4495,100.0,0.0,0.0,0.0,0.0,0.0,False
Chinese Consulate General in Rio de Janeiro,Brazil,Portuguese,Ministry of Foreign Affairs,Ministry of Foreign Affairs,ConsulChinaRJ,2474,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,2474,100.0,0.0,0.0,0.0,0.0,0.0,False
CMG Hindi,India,Hindi,China Media Group (CMG),Central Publicity Department,cri_hindi,52,cmghindiservice,11000000,Unknown,0,Unknown,0,Unknown,0,Unknown,0,2,Medium,11000052,0.0,100.0,0.0,0.0,0.0,0.0,True
CRI Türkçe,Türkiye,Turkish,China Media Group (CMG),Central Publicity Department,CRI_Turkish,85200,criturkfm,116000,criturkish,56500,criturkish,493,criturk,44400,Unknown,0,5,High,302593,28.2,38.3,18.7,0.2,14.7,0.0,True
CRI Arabic,MENA,Arabic,China Media Group (CMG),Central Publicity Department,criarabic,22200,criarabic1,2700000,Unknown,0,Unknown,0,Unknown,0,Unknown,0,2,Medium,2722200,0.8,99.2,0.0,0.0,0.0,0.0,True
CRI Breaking News,Anglosphere,English,China Media Group (CMG),Central Publicity Department,CRIbrk,437,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,437,100.0,0.0,0.0,0.0,0.0,0.0,False
CRI Français,la Francophonie,French,China Media Group (CMG),Central Publicity Department,CriFrancais,72900,profile.php?id=100064674103235&spm=C88696.PW9lL1E2rNNB.0.0&ref=ts&fref=ts,2500000,cri_francais,11000,Unknown,0,Unknown,0,Unknown,0,3,Medium,2583900,2.8,96.8,0.4,0.0,0.0,0.0,True
CRI German,Germany,German,China Media Group (CMG),Central Publicity Department,CRIGerman1,54,CRIGerman,897000,Unknown,0,Unknown,0,Unknown,0,Unknown,0,2,Medium,897054,0.0,100.0,0.0,0.0,0.0,0.0,True
CRI Greek,Greece,Greek,China Media Group (CMG),Central Publicity Department,crigreek,224,profile.php?id=100068848134907,155000,Unknown,0,Unknown,0,Unknown,0,Unknown,0,2,Medium,155224,0.1,99.9,0.0,0.0,0.0,0.0,False
CRI Hausa,Nigeria,Hausa,China Media Group (CMG),Central Publicity Department,CRIHausaRadio,1275,CGTNHausa,1400000,Unknown,0,Unknown,0,Unknown,0,Unknown,0,2,Medium,1401275,0.1,99.9,0.0,0.0,0.0,0.0,True
CRI Japanese,Japan,Japanese,China Media Group (CMG),Central Publicity Department,CRIjpn,23300,japanese.cri,5900000,Unknown,0,Unknown,0,cri8511,3680,Unknown,0,3,Medium,5926980,0.4,99.5,0.0,0.0,0.1,0.0,True
CRI Pashto,Afghanistan,Pashto,China Media Group (CMG),Central Publicity Department,cripashto,59,pushtu.cri.cn,3200000,Unknown,0,Unknown,0,Unknown,0,Unknown,0,2,Medium,3200059,0.0,100.0,0.0,0.0,0.0,0.0,True
CRI Sinhala,Sri Lanka,Sinhalese,China Media Group (CMG),Central Publicity Department,CRIsinhala,126,crisrilanka,1500000,Unknown,0,Unknown,0,Unknown,0,Unknown,0,2,Medium,1500126,0.0,100.0,0.0,0.0,0.0,0.0,True
CRI Urdu,Pakistan,Urdu,China Media Group (CMG),Central Publicity Department,criurdu,82,CRIurdu,3200,Unknown,0,Unknown,0,urducri6294,3870,Unknown,0,3,Medium,7152,1.1,44.7,0.0,0.0,54.1,0.0,True
China State Construction (CSCEC),Anglosphere,English,China State Construction Engineering (CSCEC),State Council,CSCECNEWS,128900,CSCECNews,1100000,china_state_construction,34400,Unknown,0,CSCECNews,5650,Unknown,0,4,High,1268950,10.2,86.7,2.7,0.0,0.4,0.0,True
Zhu Danni (Danni Zhu),Anglosphere,English,China Media Group (CMG),Central Publicity Department,Danni_Zhu131,21,Unknown,0,iamdanni131,54,iamdanni131,15,Unknown,0,Unknown,0,3,Medium,90,23.3,0.0,60.0,16.7,0.0,0.0,True
CRI Mongolian,Mongolia,Mongolian,China Media Group (CMG),Central Publicity Department,delkhiintsag,0,mongolradio,5700,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,5700,0.0,100.0,0.0,0.0,0.0,0.0,False
Wang Di'er (Deer Wang),Anglosphere,English,Xinhua News Agency,State Council,dier0806,258,Deer-Wang-111316794562651,2600,w.dier,139,Unknown,0,dierwang4537,309,Unknown,0,4,High,3306,7.8,78.6,4.2,0.0,9.3,0.0,True
Ding Heng,Anglosphere,English,China Media Group (CMG),Central Publicity Department,DingHeng6,67,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,67,100.0,0.0,0.0,0.0,0.0,0.0,False
DIOC,China,Chinese,Department of International Organizations and Conferences (DIOC),Ministry of Foreign Affairs,DIOC_MFA_China,707,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,707,100.0,0.0,0.0,0.0,0.0,0.0,False
Discover Binhai,Anglosphere,English,Department of Culture and Tourism of Tianjin Binhai District,People's Government of Tianjin Binhai New Area,discoverbinhai,5112,DiscoverBinhai/,1300,Unknown,0,Unknown,0,Unknown,0,discoverbinhai,36,3,Medium,6448,79.3,20.2,0.0,0.0,0.0,0.6,True
Discover Guangxi,Anglosphere,English,Department of Culture and Tourism of Guangxi Zhuang Autonomous Region,People's Government of Guangxi Zhuang Autonomous Region,DiscoverGuangxi,10700,DiscoverGuangxi,115000,discover_guangxi,2009,Unknown,0,Unknown,0,discoverguangxichina,9,4,High,127718,8.4,90.0,1.6,0.0,0.0,0.0,True
Discover Jilin,Anglosphere,English,Department of Culture and Tourism of Jilin Province,Jilin Provincial People's Government,DiscoverJilin,3627,discoverjilin,94000,discoverjilin,42700,Unknown,0,DiscoverJilin,1400,discoverjilin,5883,5,High,147610,2.5,63.7,28.9,0.0,0.9,4.0,True
Discover Nanjing,Anglosphere,English,Department of Culture and Tourism of Nanjing City,Nanjing Municipal People's Government,DiscoverNanjing,133100,DiscoverNanjing,1300000,Unknown,0,Unknown,0,Unknown,0,discovernanjing,26600,3,Medium,1459700,9.1,89.1,0.0,0.0,0.0,1.8,True
Discover Zhejiang,Anglosphere,English,Department of Culture and Tourism of Zhejiang Province,People's Government of Zhejiang Province,discoverzj,80000,zhejiangtourismbureau,3600,discoverzhejiang,76200,Unknown,0,Unknown,0,discoverzhejiang,8,4,High,159808,50.1,2.3,47.7,0.0,0.0,0.0,True
Li Dongning,Anglosphere,English,China Media Group (CMG),Central Publicity Department,Dongning,336,Unknown,0,dongningli,87,Unknown,0,Unknown,0,Unknown,0,2,Medium,423,79.4,0.0,20.6,0.0,0.0,0.0,True
FM98 Dosti Channel,Pakistan,Urdu,China Media Group (CMG),Central Publicity Department,DostiFM98,49800,FM98DostiChannel,11000000,Unknown,0,Unknown,0,Unknown,0,Unknown,0,2,Medium,11049800,0.5,99.5,0.0,0.0,0.0,0.0,True
DotDot News,Hong Kong,English,Hong Kong Ta Kung Wen Wei Media Group (HKTKWW),Hong Kong Liaison Office of the Central Government ,dotdotnews111,6253,Unknown,0,Unknown,0,Unknown,0,dotdotnewsEnglish,4690,Unknown,0,2,Medium,10943,57.1,0.0,0.0,0.0,42.9,0.0,True
Zhao Qinghua,Switzerland,English,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Dr_ZhaoQinghua,1412,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,1412,100.0,0.0,0.0,0.0,0.0,0.0,False
Dragon TV,Shanghai,Chinese,Shanghai Media Group (SMG),Shanghai Municipal Committee,dragontv,189,smgdragontv,748000,Unknown,0,Unknown,0,SMGDragonTV,930000,Unknown,0,3,Medium,1678189,0.0,44.6,0.0,0.0,55.4,0.0,True
Zhao Yanbo,Botswana,English,Ministry of Foreign Affairs,Ministry of Foreign Affairs,DrZhaoYanbo,2733,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,2733,100.0,0.0,0.0,0.0,0.0,0.0,False
Zhao Yongchen,Grenada,English,Ministry of Foreign Affairs,Ministry of Foreign Affairs,DrZhaoyongchen,4458,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,4458,100.0,0.0,0.0,0.0,0.0,0.0,False
Du Ping,Anglosphere,English,Ministry of Foreign Affairs,Ministry of Foreign Affairs,dupingCHN,2376,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,2376,100.0,0.0,0.0,0.0,0.0,0.0,False
Discover Xinjiang,Xinjiang,English,"Beijing Jiandanshiji Culture Media Co., Ltd",unknown,DXinjiang,52600,DiscoverXinjiang,1500000,Unknown,0,discoverxinjiang,73,Unknown,0,discoverxinjiang,12,4,High,1552685,3.4,96.6,0.0,0.0,0.0,0.0,True
China News Service Net (eCNS),China,Chinese,China News Service (CNS),United Front Work Department,Echinanews,645100,echinanews,1400000,Unknown,0,Unknown,0,cnsvideo,192000,Unknown,0,3,Medium,2237100,28.8,62.6,0.0,0.0,8.6,0.0,True
Chinese Embassy in Malawi (Economic Counsellor),Malawi,English,Ministry of Foreign Affairs,Ministry of Foreign Affairs,EconomicMalawi,96,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,96,100.0,0.0,0.0,0.0,0.0,0.0,False
Economic Daily,Anglosphere,English,Economic Daily Newspaper Group,State Council,EDNewsChina,6405,EDNewsChina,3500000,Unknown,0,Unknown,0,Unknown,0,Unknown,0,2,Medium,3506405,0.2,99.8,0.0,0.0,0.0,0.0,True
Chinese Embassy in Brazil,Brazil,Portuguese,Ministry of Foreign Affairs,Ministry of Foreign Affairs,EmbaixadaChina,119900,Unknown,0,embaixadachina,120000,Unknown,0,EmbaixadadaChinanoBrasil,8510,Unknown,0,3,Medium,248410,48.3,0.0,48.3,0.0,3.4,0.0,True
Chinese Embassy in Ecuador,Ecuador,Spanish,Ministry of Foreign Affairs,Ministry of Foreign Affairs,EmbajadaChinaEc,8261,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,8261,100.0,0.0,0.0,0.0,0.0,0.0,False
Chinese Embassy in El Salvador,El Salvador,Spanish,Ministry of Foreign Affairs,Ministry of Foreign Affairs,EmbajadaChinaSV,25400,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,25400,100.0,0.0,0.0,0.0,0.0,0.0,False
Wang Gang,Uruguay,Spanish,Ministry of Foreign Affairs,Ministry of Foreign Affairs,embajadorcn_uy,4711,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,4711,100.0,0.0,0.0,0.0,0.0,0.0,False
Chinese Embassy in Tonga,Tonga,English,Ministry of Foreign Affairs,Ministry of Foreign Affairs,embassy_chinese,2533,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,2533,100.0,0.0,0.0,0.0,0.0,0.0,False
Chinese Embassy in Serbia,Serbia,Serbian,Ministry of Foreign Affairs,Ministry of Foreign Affairs,EmbChina_RS,4597,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,4597,100.0,0.0,0.0,0.0,0.0,0.0,False
Chinese Embassy in Cuba,Cuba,Spanish,Ministry of Foreign Affairs,Ministry of Foreign Affairs,EmbChinaCuba,4947,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,4947,100.0,0.0,0.0,0.0,0.0,0.0,False
Chinese Embassy in Equatorial Guinea,Equatorial Guinea,Spanish,Ministry of Foreign Affairs,Ministry of Foreign Affairs,EmbChinaGE,4656,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,4656,100.0,0.0,0.0,0.0,0.0,0.0,False
Chinese Embassy in Mexico,Mexico,Spanish,Ministry of Foreign Affairs,Ministry of Foreign Affairs,EmbChinaMex,62000,EmbChinaMex,135000,Unknown,0,Unknown,0,Unknown,0,Unknown,0,2,Medium,197000,31.5,68.5,0.0,0.0,0.0,0.0,True
Chinese Embassy in Panama,Panama,Spanish,Ministry of Foreign Affairs,Ministry of Foreign Affairs,EmbChinaPa,2822,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,2822,100.0,0.0,0.0,0.0,0.0,0.0,False
Chinese Embassy in Venezuela,Venezuela,Spanish,Ministry of Foreign Affairs,Ministry of Foreign Affairs,EmbChinaVen,1028,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,1028,100.0,0.0,0.0,0.0,0.0,0.0,False
Qi Mei,Austria,German,Ministry of Foreign Affairs,Ministry of Foreign Affairs,EmbQiMei,2122,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,2122,100.0,0.0,0.0,0.0,0.0,0.0,False
Zhang Run,Mexico,Spanish,Ministry of Foreign Affairs,Ministry of Foreign Affairs,EmbZhangRun,27100,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,27100,100.0,0.0,0.0,0.0,0.0,0.0,False
Tian Yuzhen,Brazil,English,Ministry of Foreign Affairs,Ministry of Foreign Affairs,eugenioT14,10700,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,10700,100.0,0.0,0.0,0.0,0.0,0.0,False
Cheng Weitong,Anglosphere,English,China Media Group (CMG),Central Publicity Department,evawcheng,458,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,458,100.0,0.0,0.0,0.0,0.0,0.0,False
Explore Gansu,Anglosphere,English,General Office of the People's Government of Gansu Province,Gansu Provincial People's Government,ExploreGansu,23800,ExploreGansu,717000,Unknown,0,Unknown,0,Unknown,0,Unknown,0,2,Medium,740800,3.2,96.8,0.0,0.0,0.0,0.0,True
Fang Yi,Uganda,English,Ministry of Foreign Affairs,Ministry of Foreign Affairs,FangYi85320692,1069,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,1069,100.0,0.0,0.0,0.0,0.0,0.0,False
Wang Xin (Fayhaa Wang),Egypt,Arabic,China Media Group (CMG),Central Publicity Department,fayhaaChina,6556,fayhaaChina,1300000,fayhaa_china,15900,Unknown,0,fayhaachina8389,47400,fayhaa_china,421800,5,High,1791656,0.4,72.6,0.9,0.0,2.6,23.5,True
Feel China,Anglosphere,English,China Daily Press,Central Publicity Department,feelchina2021,74,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,74,100.0,0.0,0.0,0.0,0.0,0.0,False
Xinhua Fly Over China,Anglosphere,English,Xinhua News Agency,State Council,flyoverchina,672100,FlyOverChina,24000000,FlyOverChina,271000,flyoverchina,3967,Unknown,0,Unknown,0,4,High,24947067,2.7,96.2,1.1,0.0,0.0,0.0,True
CGTN Frontline,Anglosphere,English,China Media Group (CMG),Central Publicity Department,Frontlinestory,27500,FrontlineStoriesFromReporters,277678,Unknown,0,Unknown,0,Unknown,0,Unknown,0,2,Medium,305178,9.0,91.0,0.0,0.0,0.0,0.0,False
Fu Cong,Belgium,English,Ministry of Foreign Affairs,Ministry of Foreign Affairs,FuCong17,13200,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,13200,100.0,0.0,0.0,0.0,0.0,0.0,False
Lu Guijin,Japan,Japanese,Ministry of Foreign Affairs,Ministry of Foreign Affairs,FukLyuGuijun,2841,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,2841,100.0,0.0,0.0,0.0,0.0,0.0,False
CGTN Full Frame,Anglosphere,English,China Media Group (CMG),Central Publicity Department,FullFrameCGTN,1171,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,1171,100.0,0.0,0.0,0.0,0.0,0.0,False
Fuzhou City,Fujian,Chinese,Fuzhou Culture and Tourism Bureau,Fuzhou Municipal People's Government,FuzhouCity,69200,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,69200,100.0,0.0,0.0,0.0,0.0,0.0,True
Gabriel Liu,Brazil,Portuguese,Ministry of Foreign Affairs,Ministry of Foreign Affairs,gabriekestabem,1742,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,1742,100.0,0.0,0.0,0.0,0.0,0.0,False
Yin Yue (Gabriel Y. Yin),China,Chinese,China Media Group (CMG),Central Publicity Department,gabrielyin,20,Gabriel-Yin-2084018695188916,26,gabrielyyin,1883,Unknown,0,gabrielyin9245,15,Unknown,0,4,High,1944,1.0,1.3,96.9,0.0,0.8,0.0,True
