Name EN,Name CN,Focus Region,Language,Entity Owner EN,Entity Owner CN,Parent Entity EN,Parent Entity CN,X (Twitter) Handle,X (Twitter) Followers,Facebook Handle,Facebook Followers,Instagram Handle,Instagram Followers,Threads Handle,Threads Followers,YouTube Handle,YouTube Followers,TikTok Handle,TikTok Followers,Total Social Media Presence,Platform Presence Category,Total Followers,Twitter Dominance,Facebook Dominance,Instagram Dominance,Threads Dominance,YouTube Dominance,TikTok Dominance,IQR based Outlier
Kui Yingchun (Kate Kui),蒉莺春,Anglosphere,English,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,katekuibeijing,622,Kate-Kui-Business-News-Anchor-TMT-Sector-Eat-Read-Classical-Music-101998002023624,461000,Unknown,0,Unknown,0,Unknown,0,Unknown,0,2,Medium,461622,0.1,99.9,0.0,0.0,0.0,0.0,True
Mi Xue (Katie Mi),Unknown,Anglosphere,English,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,KatieMi17,18,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,18,100.0,0.0,0.0,0.0,0.0,0.0,False
Jilin Daily,吉林日报,Jilin,Chinese,Jilin Daily Press,吉林日报社(吉林日报报业集团),Jilin Provincial Committee,中共吉林省委,kimnaying,12200,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,12200,100.0,0.0,0.0,0.0,0.0,0.0,False
Cao Bing,Unknown,Japan,Japanese,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,kooricuc,930,profile.php?id=100087213325638,50000,Unknown,0,Unknown,0,Unknown,0,Unknown,0,2,Medium,50930,1.8,98.2,0.0,0.0,0.0,0.0,False
Liu Kun,Unknown,Anglosphere,English,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,KunkunkunLiu,106,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,106,100.0,0.0,0.0,0.0,0.0,0.0,False
Learn Chinese,Unknown,Anglosphere,English,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,learnchineese,378,crilearnchinese,4300000,Unknown,0,Unknown,0,Unknown,0,Unknown,0,2,Medium,4300378,0.0,100.0,0.0,0.0,0.0,0.0,True
Han Yingya (Lena Han / LenaStudio),Unknown,la Francophonie,French,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,lena90830,388,Hanyingya,52000,Unknown,0,Unknown,0,hanyingya,51,Unknown,0,3,Medium,52439,0.7,99.2,0.0,0.0,0.1,0.0,True
Li Qian (Leona Li),Unknown,Anglosphere,English,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,Leona_BJ,22,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,22,100.0,0.0,0.0,0.0,0.0,0.0,False
Li Baorong,Unknown,Venezuela,Spanish,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,Li_Baorong,8850,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,8850,100.0,0.0,0.0,0.0,0.0,0.0,False
Li Xiaosi,Unknown,Austria,English,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,li_xiaosi,47800,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,47800,100.0,0.0,0.0,0.0,0.0,0.0,True
Li Yang,Unknown,Anglosphere,English,Information Department of Foreign Ministry,外交部新闻司,Ministry of Foreign Affairs,中华人民共和国外交部,Li_Yang_China,40900,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,40900,100.0,0.0,0.0,0.0,0.0,0.0,True
Li Bijian,李碧建,Anglosphere,English,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,libijian2,101800,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,101800,100.0,0.0,0.0,0.0,0.0,0.0,True
Lin Nan,林楠,Anglosphere,English,Chengdu Municipal People's Government,成都市人民政府,Chengdu Municipal Committee,中共成都市委,Lin_Nan1,2361,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,2361,100.0,0.0,0.0,0.0,0.0,0.0,False
Fan Lingzhi,范凌志,Anglosphere,English,People's Daily Press,人民日报社,Central Committee of the Chinese Communist Party,中国共产党中央委员会,lingzhi_van,293,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,293,100.0,0.0,0.0,0.0,0.0,0.0,False
Lin Hao,Unknown,Thailand,English,Xinhua News Agency,新华社,State Council,中华人民共和国国务院,LinHao_BKK,11300,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,11300,100.0,0.0,0.0,0.0,0.0,0.0,False
Liu Bo,刘波,Hispanophone,Spanish,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,liuboleo2,2399,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,2399,100.0,0.0,0.0,0.0,0.0,0.0,False
Liu Chang,刘畅,Panama,Spanish,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,LiuChan14790671,712,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,712,100.0,0.0,0.0,0.0,0.0,0.0,False
Liu Hongyang,Unknown,Malawi,English,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,LiuHongyang4,2571,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,2571,100.0,0.0,0.0,0.0,0.0,0.0,False
Liu Yongfeng,Unknown,African Union,English,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,liupheonix,23400,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,23400,100.0,0.0,0.0,0.0,0.0,0.0,False
Liu Xin (Emily Liu),Unknown,Xinjiang,English,People's Daily Press,人民日报社,Central Committee of the Chinese Communist Party,中国共产党中央委员会,LiuXin_Emily,2418,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,2418,100.0,0.0,0.0,0.0,0.0,0.0,False
Liu Xin,刘欣,Anglosphere,English,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,LiuXininBeijing,246100,Liuxininbeijing-103733191524431/,2500000,Unknown,0,Unknown,0,Unknown,0,Unknown,0,2,Medium,2746100,9.0,91.0,0.0,0.0,0.0,0.0,True
Liu Yan,Unknown,Netherlands,English,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,LiuYanCHN,551,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,551,100.0,0.0,0.0,0.0,0.0,0.0,False
Liu Yutong,刘禹同,Anglosphere,English,Information Department of Foreign Ministry,外交部新闻司,Ministry of Foreign Affairs,中华人民共和国外交部,LiuYutongpost,183,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,183,100.0,0.0,0.0,0.0,0.0,0.0,False
Zhu Liying,朱立英,Mauritius,French,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,LiyingZHU1,7800,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,7800,100.0,0.0,0.0,0.0,0.0,0.0,False
Love Jiaxing,禾点点,Zhejiang,Chinese,"Jiaxing Radio and Television Media Co., Ltd.",嘉兴市广电传媒有限公司,Jiaxing Municipal Committee,中共嘉兴市委,lovejiaxing,2,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,2,100.0,0.0,0.0,0.0,0.0,0.0,False
Xu Tiefei,徐铁飞,Costa Rica,Spanish,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,luisxu9,2236,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,2236,100.0,0.0,0.0,0.0,0.0,0.0,False
Luo Will,Unknown,Anglosphere,English,China Daily Press,中国日报社,Central Publicity Department,中共中央宣传部,luowill1978,665,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,665,100.0,0.0,0.0,0.0,0.0,0.0,False
Jie Lynn (Lynn's Fantasy),Unknown,la Francophonie,French,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,LYNNJie3,300,LynnsFantasy,10255,lynns_fantasy,152,Unknown,0,lynnsfantasy749,68,Unknown,0,4,High,10775,2.8,95.2,1.4,0.0,0.6,0.0,True
Ma Dashuai,Unknown,Anglosphere,English,China Daily Press,中国日报社,Central Publicity Department,中共中央宣传部,machinpl,3098,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,3098,100.0,0.0,0.0,0.0,0.0,0.0,False
Ma Hui,马辉,Cuba,English,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,MahuiChina,59800,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,59800,100.0,0.0,0.0,0.0,0.0,0.0,True
Yan Yiqiang,Unknown,Russia,English,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,MAKSIMYQY,8696,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,8696,100.0,0.0,0.0,0.0,0.0,0.0,False
Tao Yuan (Martha Tao),陶源,Anglosphere,English,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,MarthayTao,70,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,70,100.0,0.0,0.0,0.0,0.0,0.0,False
Martina Fuchs,Unknown,Anglosphere,English,Xinhua News Agency,新华社,State Council,中华人民共和国国务院,martinaglobal,38500,martina.fuchs.146,4300,martina_fuchs_global/,41800,Unknown,0,martinasworld-4404,7540,Unknown,0,4,High,92140,41.8,4.7,45.4,0.0,8.2,0.0,True
China Daily (Media Unlocked),起底,Anglosphere,English,China Daily Press,中国日报社,Central Publicity Department,中共中央宣传部,MediaUnlock,433,Unknown,0,Unknown,0,Unknown,0,ChinaUnlocked,716,Unknown,0,2,Medium,1149,37.7,0.0,0.0,0.0,62.3,0.0,True
Zhang Lin (Melody Zhang),张琳,Anglosphere,English,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,MelodyZ77141898,3,profile.php?id=100060124341866,962000,moneyhoneywithmelody/,6226,Unknown,0,melodyzhang1527,6,Unknown,0,4,High,968235,0.0,99.4,0.6,0.0,0.0,0.0,True
Foreign Ministry Spokesperson,发言人办公室,Anglosphere,English,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,MFA_China,666400,MFA.CHN,41000,mfa_chn,26700,Unknown,0,spokespersonchn2231,7360,Unknown,0,4,High,741460,89.9,5.5,3.6,0.0,1.0,0.0,True
Miao Xiaojuan,缪晓娟,Anglosphere,English,Xinhua News Agency,新华社,State Council,中华人民共和国国务院,MiaoXiaojuan,6577,miaoxiaojuan,1800000,miaoxiaojuan,2445,miaoxiaojuan,85,miaoxiaojuan,1030,miaoxiaojuan,3,6,High,1810140,0.4,99.4,0.1,0.0,0.1,0.0,True
Mingala News,缅甸吉祥网,Myanmar,Burmese,Yunnan Media Group (YMG),云南广播电视台,Yunnan Provincial Committee,中共云南省委,mingalanews,182,mingalanews,418000,Unknown,0,Unknown,0,Unknown,0,mingalanews,82,3,Medium,418264,0.0,99.9,0.0,0.0,0.0,0.0,True
Wang Mingjie,Unknown,UK,English,China Daily Press,中国日报社,Central Publicity Department,中共中央宣传部,MingjieReporter,305,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,305,100.0,0.0,0.0,0.0,0.0,0.0,False
Zhou Yiqiu (Rachel Zhou / Miss Wow),周忆秋,Anglosphere,English,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,MissWow66,776,MissWow666,1337393,miss_wow66,6833,Unknown,0,misswowtech5751,2470,misswowtech,5928,5,High,1353400,0.1,98.8,0.5,0.0,0.2,0.4,True
Waruni JZ,Unknown,Sri Lanka,Sinhalese,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,MMMKKK56665147,340,Waruni-JZ-102001841620238/,1400000,Unknown,0,Unknown,0,warunijz,36,warunijz,43500,4,High,1443876,0.0,97.0,0.0,0.0,0.0,3.0,True
Zhang Meng (Monica Zhang),张梦,Anglosphere,English,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,mmMonicaZhang,58,mmMonicaZhang,527000,monicazhang0415,212,Unknown,0,monicazhang6629,23,Unknown,0,4,High,527293,0.0,99.9,0.0,0.0,0.0,0.0,True
Modern Express Post,现代快报,Jiangsu,English,Phoenix Media Investment (Holdings) Limited,鳳凰衛視投資（控股）有限公司,Bauhinia Culture Holdings Limited,紫荆文化集团,ModernExpressEN,2126,ModernExpressEN,24000,modernexpress_en,467,Unknown,0,modernexpressen,227,modernexpress_en,0,4,High,26820,7.9,89.5,1.7,0.0,0.8,0.0,True
Ministry of Commerce (MOFCOM),中华人民共和国商务部,China,Chinese,Ministry of Commerce Information Office,商务部新闻办公室,Ministry of Commerce (MOFCOM),中华人民共和国商务部,MOFCOM_China,8092,mofcom.china,687,Unknown,0,Unknown,0,Unknown,0,Unknown,0,2,Medium,8779,92.2,7.8,0.0,0.0,0.0,0.0,False
Mundo China,Unknown,Lusophone,Portuguese,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,mundo_china,6719,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,6719,100.0,0.0,0.0,0.0,0.0,0.0,False
Muyi Dima (مويي),Unknown,MENA,Arabic,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,muyi_dima,15000,MuyiDima,1000000,Unknown,0,Unknown,0,user-vd9qh4ke9t,488,Unknown,0,3,Medium,1015488,1.5,98.5,0.0,0.0,0.0,0.0,True
Wang Yingying (A-Chan / Aちゃん),王颖颖,Japan,Japanese,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,ooeieiwyy,3435,AchannoChinanow,2000000,ooeieiwyy,70,Unknown,0,achinanow9185,1100,ajiantoqt78,1722,5,High,2006327,0.2,99.7,0.0,0.0,0.1,0.1,True
Ou Jianhong,Unknown,El Salvador,Spanish,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,oujianhong,15200,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,15200,100.0,0.0,0.0,0.0,0.0,0.0,False
Panda Paws,Unknown,USA,English,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,panda_paws,2235,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,2235,100.0,0.0,0.0,0.0,0.0,0.0,False
Pandaorama,Unknown,USA,English,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,PandaoramaLink,414,Unknown,0,Unknown,0,Unknown,0,Unknown,0,pandaorama,60700,2,Medium,61114,0.7,0.0,0.0,0.0,0.0,99.3,True
Patrick Zheng,Unknown,Anglosphere,English,Xinhua News Agency,新华社,State Council,中华人民共和国国务院,PatrickZhengCHN,42500,PatrickZhengCHN,193000,Unknown,0,Unknown,0,PatrickZhengCHN,19,Unknown,0,3,Medium,235519,18.0,81.9,0.0,0.0,0.0,0.0,True
People's Daily USA,Unknown,USA,English,People's Daily Press,人民日报社,Central Committee of the Chinese Communist Party,中国共产党中央委员会,pd_northamerica,195,rmrbbm,203,Unknown,0,Unknown,0,Unknown,0,Unknown,0,2,Medium,398,49.0,51.0,0.0,0.0,0.0,0.0,False
People's Daily,人民日报,China,Chinese,People's Daily Press,人民日报社,Central Committee of the Chinese Communist Party,中国共产党中央委员会,PDChina,6600000,PeoplesDaily,85867335,peoples_daily,1300000,peoples_daily,28200,PeoplesDaily,410000,peoplesdaily,2600000,6,High,96805535,6.8,88.7,1.3,0.0,0.4,2.7,True
People's Daily Business (Modern China),Unknown,Anglosphere,English,People's Daily Press,人民日报社,Central Committee of the Chinese Communist Party,中国共产党中央委员会,PDChinaBusiness,884200,PDChinaBusiness,6500000,Unknown,0,Unknown,0,Unknown,0,Unknown,0,2,Medium,7384200,12.0,88.0,0.0,0.0,0.0,0.0,True
People's Daily Hong Kong,人民日报香港版,Hong Kong,English,People's Daily Press,人民日报社,Central Committee of the Chinese Communist Party,中国共产党中央委员会,PDChinaHK,4494,PDChinaHK,1400000,Unknown,0,Unknown,0,Unknown,0,Unknown,0,2,Medium,1404494,0.3,99.7,0.0,0.0,0.0,0.0,True
People's Daily Life,人民文旅,Anglosphere,English,People's Daily Press,人民日报社,Central Committee of the Chinese Communist Party,中国共产党中央委员会,PDChinaLife,1900000,PDChinaLife,3717365,Unknown,0,Unknown,0,Unknown,0,pdchinalife,151,3,Medium,5617516,33.8,66.2,0.0,0.0,0.0,0.0,True
People's Daily Sport China,人民日报体育,Anglosphere,English,People's Daily Press,人民日报社,Central Committee of the Chinese Communist Party,中国共产党中央委员会,PDChinaSports,1000000,PDChinaSports,4700000,Unknown,0,Unknown,0,Unknown,0,Unknown,0,2,Medium,5700000,17.5,82.5,0.0,0.0,0.0,0.0,True
People's Daily Traditional Chinese,人民日報,Anglosphere,English,People's Daily Press,人民日报社,Central Committee of the Chinese Communist Party,中国共产党中央委员会,PDChinese,956700,peopledaily,3800000,Unknown,0,Unknown,0,Unknown,0,Unknown,0,2,Medium,4756700,20.1,79.9,0.0,0.0,0.0,0.0,True
People's Daily Online Australia,人民网澳洲版,Australia,English,People's Daily Press,人民日报社,Central Committee of the Chinese Communist Party,中国共产党中央委员会,PDOAUS,13300,PDOAUS,1500000,Unknown,0,Unknown,0,pdoaus2013,159000,Unknown,0,3,Medium,1672300,0.8,89.7,0.0,0.0,9.5,0.0,True
Zhang Peijin,Unknown,Anglosphere,English,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,peijin_zhang,2867,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,2867,100.0,0.0,0.0,0.0,0.0,0.0,False
Xu Pan Yiru,Unknown,Anglosphere,English,China Daily Press,中国日报社,Central Publicity Department,中共中央宣传部,PenicilinPan,2629,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,2629,100.0,0.0,0.0,0.0,0.0,0.0,False
People's Daily App,Unknown,Anglosphere,English,People's Daily Press,人民日报社,Central Committee of the Chinese Communist Party,中国共产党中央委员会,PeoplesDailyapp,4223,PDappofficial,541000,Unknown,0,Unknown,0,Unknown,0,peoplesdaily_renminribao,141200,3,Medium,686423,0.6,78.8,0.0,0.0,0.0,20.6,True
Phoenix TV News,凤凰资讯,Anglosphere,English,Phoenix Media Investment (Holdings) Limited,鳳凰衛視投資（控股）有限公司,Bauhinia Culture Holdings Limited,紫荆文化集团,PhoenixTV_News,43600,Unknown,0,phoenixtv_news,34000,Unknown,0,phoenixtvnews7060,34600,phoenixtvnews,1100000,4,High,1212200,3.6,0.0,2.8,0.0,2.9,90.7,True
Zhang Lizhong,Unknown,Uganda,English,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,PRC_Amb_Uganda,6517,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,6517,100.0,0.0,0.0,0.0,0.0,0.0,False
Chen Song,Unknown,Nepal,English,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,PRCAmbNepal,71400,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,71400,100.0,0.0,0.0,0.0,0.0,0.0,True
Xu Hong,Unknown,Netherlands,English,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,PRCAmbNL,4897,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,4897,100.0,0.0,0.0,0.0,0.0,0.0,False
Chinese Embassy in Czech Rep.,中国驻捷克大使馆,Czech Rep.,Czech,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,prcembassyprg,121,chinaembassy.cz,34000,chinese_embassy_in_czechia,183,Unknown,0,Unknown,0,chineseembassyinczechia,24,4,High,34328,0.4,99.0,0.5,0.0,0.0,0.1,True
Chinese Embassy In Nepal,Unknown,Nepal,English,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,PRCSpoxNepal,2680,ChinaEmbNepal,22000,Unknown,0,Unknown,0,Unknown,0,Unknown,0,2,Medium,24680,10.9,89.1,0.0,0.0,0.0,0.0,False
Lucas Zhuang,Unknown,Brazil,Portuguese,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,promisingzhuang,5191,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,5191,100.0,0.0,0.0,0.0,0.0,0.0,False
Gu Qianwen,顾倩雯,Anglosphere,English,China Daily Press,中国日报社,Central Publicity Department,中共中央宣传部,qianwen_gu,2019,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,2019,100.0,0.0,0.0,0.0,0.0,0.0,False
Chen Qingqing,Unknown,Anglosphere,English,People's Daily Press,人民日报社,Central Committee of the Chinese Communist Party,中国共产党中央委员会,qingqingparis,13700,Unknown,0,Unknown,0,Unknown,0,qingqingparis,15,Unknown,0,2,Medium,13715,99.9,0.0,0.0,0.0,0.1,0.0,True
Qiushi,求是,China,Chinese,Qiushi Magazine Press,求是杂志社,Central Committee of the Chinese Communist Party,中国共产党中央委员会,QiushiJournal,7334,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,7334,100.0,0.0,0.0,0.0,0.0,0.0,False
Quan Quan,全权,Algeria,Arabic,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,QuanQuan_1231,3159,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,3159,100.0,0.0,0.0,0.0,0.0,0.0,False
CRI Albanian (Radio Ejani),Unknown,Albania,Albanian,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,RadioEjani,6111,CMGShqip,1100000,ejanistudio,1714,Unknown,0,Unknown,0,Unknown,0,3,Medium,1107825,0.6,99.3,0.2,0.0,0.0,0.0,True
Guancha Syndicate,观察者网,China,Chinese,"Shanghai Guanchazhe Information Technology Co.,Ltd",上海观察者信息技术有限公司,Shanghai Academy of Social Sciences (SASS),上海社会科学院,realGuancha,71500,realGuancha,14000,Unknown,0,Unknown,0,guancha021,491000,Unknown,0,3,Medium,576500,12.4,2.4,0.0,0.0,85.2,0.0,True
Ren Ke,任珂,Anglosphere,English,Xinhua News Agency,新华社,State Council,中华人民共和国国务院,RenKeNews,45400,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,45400,100.0,0.0,0.0,0.0,0.0,0.0,True
Hao Zhangyu,蒿政瑜,China,Chinese,China Internet Information Center (CIIC),中国互联网新闻中心,State Council Information Office (SCIO),国务院新闻办公室,reporterCHN,3483,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,3483,100.0,0.0,0.0,0.0,0.0,0.0,False
Chen Ribiao,Unknown,South Korea,Chinese,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,RibiaoChen,1247,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,1247,100.0,0.0,0.0,0.0,0.0,0.0,False
Bai Yunyi (Rita Bai),白云怡,Anglosphere,English,People's Daily Press,人民日报社,Central Committee of the Chinese Communist Party,中国共产党中央委员会,RitaBai,2708,profile.php?id=100074831960760,1,Unknown,0,Unknown,0,Unknown,0,Unknown,0,2,Medium,2709,100.0,0.0,0.0,0.0,0.0,0.0,False
Zhao Hong (Sabrina Zhao),Unknown,Anglosphere,English,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,Sabrina_Zhao,63,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,63,100.0,0.0,0.0,0.0,0.0,0.0,False
Zhang Zhisheng,张志昇,Tanzania,English,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,salahzhang,7208,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,7208,100.0,0.0,0.0,0.0,0.0,0.0,False
"Sanya, China",三亚市人民政府,Hainan,English,China Daily Press,中国日报社,Sanya Municipal People's Government,三亚市人民政府,SanyaofChina,71100,SanyaofChina,709000,sanyaofchina,3716,Unknown,0,Unknown,0,Unknown,0,3,Medium,783816,9.1,90.5,0.5,0.0,0.0,0.0,True
Discover Beautiful China,Unknown,Anglosphere,English,China Daily Press,中国日报社,Central Publicity Department,中共中央宣传部,SceneryofChina,37900,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,37900,100.0,0.0,0.0,0.0,0.0,0.0,True
Shaanxi Moments,Unknown,Shaanxi,English,"Beijing Jiandanshiji Culture Media Co., Ltd",北京简单世纪文化传媒有限公司,unknown,Unknown,ShaanxiMoments,80700,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,80700,100.0,0.0,0.0,0.0,0.0,0.0,True
Hu Jianlin (Shalevetya / שלהבתיה),Unknown,Israel,Hebrew,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,Shalevetyah,9,Shalevetyah,677,shalevetyah,158,Unknown,0,shalevetyah3479,31,Unknown,0,4,High,875,1.0,77.4,18.1,0.0,3.5,0.0,True
Shanghai Daily SHINE,上海日报SHINE,Shanghai,English,Shanghai United Media Group (SUMG),上海报业集团,Shanghai Municipal Committee,中共上海市委,shanghaidaily,390700,ShanghaiDaily1999,616000,shine_news,0,Unknown,0,ShanghaiDaily1999,11900,Unknown,0,3,Medium,1018600,38.4,60.5,0.0,0.0,1.2,0.0,True
Shanghai Eye,魔都眼,Shanghai,English,Shanghai Media Group (SMG),看东方(上海)传媒有限公司,Shanghai Municipal Committee,中共上海市委,ShanghaiEye,32300,shanghaieyeSMG,2655682,Unknown,0,Unknown,0,ShanghaiEyeMagic,164000,Unknown,0,3,Medium,2851982,1.1,93.1,0.0,0.0,5.8,0.0,True
Zhang Shanhui (Mon Pékin Express / Jacky Zhang),张善辉,la Francophonie,French,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,Shanhui_Jacky,876,ZhangShanhui,245000,shanhui_zhang,16,Unknown,0,ZhangShanhui,44,shanhuizhang,6,5,High,245942,0.4,99.6,0.0,0.0,0.0,0.0,True
Zhang Ziyu (Shannon Zhang),Unknown,Anglosphere,English,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,ShannonZ666,78,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,78,100.0,0.0,0.0,0.0,0.0,0.0,False
